,comment_text,comment_date,comment_time
0,18.4/15.8=1.164556962,09-01 09:16,09-01
0,看到托就恶心，明天一定跌。因为托在唱多,09-01 09:16,09-01
0,东方老g应该去其他地方行骗了吧，这里的都知道他分析10个蒙对一两个,09-01 09:16,09-01
0,早上好，各位战友们，今天可以抄底了吗？,09-01 09:16,09-01
0,这下过17都难了,09-01 09:16,09-01
0,东财下面的跳空缺口必补,09-01 09:17,09-01
0,18块追高买了个套,09-01 09:18,09-01
0,北向今天不交易，看看砸盘的到底是谁,09-01 09:18,09-01
0,今天北向砸不了盘了，让股民看看今天会让谁背锅？,09-01 09:18,09-01
0,都在怕什么，不断跌就不断加注买，马上牛市要来了，还在哪想什么呢，最低还能低几分钱啊，你瞧瞧现在涨的全是哪些有问题的，什么ST啊，赔钱的啊，赚钱少的啊，全是回光，好的像银行什么的都在跌。,09-01 09:19,09-01
0,在东财的这段日子真让人折磨心智,09-01 09:19,09-01
0,涨涨涨,09-01 09:20,09-01
0,套死一大批～,09-01 09:20,09-01
0,今天到15.33！下周到14.36！,09-01 09:21,09-01
0,如果不涨，逃命去吧,09-01 09:21,09-01
0,真折腾人，28日追高，昨天割肉，今天又要涨了,09-01 09:22,09-01
0,根据东方财富2023年半年度业绩报告，2023年上半年，公司实现营业总收入约57.5亿元，同比减少8.84%。实现归属于上市公司股东的净利润约42.25亿元，同比减少4.93%。基本每股收益为0.27元，同比减少6.9%。同时，东方财富的财务数据显示，公司的总资产规模持续扩大，截至2023年6月30日，总资产达到357.16亿元，较上年度末增长4.46%。然而，公司的负债率较高，截至2023年6月...,09-01 09:22,09-01
0,红九月万事俱备东风也来了大佬们可以打爆空头了,09-01 09:22,09-01
0,空头们试图与大势作对，结局肯定很惨,09-01 09:23,09-01
0,买进10万股,09-01 09:23,09-01
0,一路长红,09-01 09:25,09-01
0,今天应该阳线报收。,09-01 09:25,09-01
0,谁在做空中国股市，证监会不会不顾的，时辰未到,09-01 09:26,09-01
0,转发,09-01 09:28,09-01
0,股指期货就是带动券商股涨得,09-01 09:28,09-01
0,如果你拉升的比较多，我就会把昨天加仓卖掉，如果你砸的比较多，我就会继续加仓，反正你选择我是加仓还是减仓？,09-01 09:30,09-01
0,下跌趋势不变,09-01 09:31,09-01
0,完了完了，礼拜一200亿短期不会解放了！,09-01 09:32,09-01
0,很快下沉,09-01 09:33,09-01
0,重大事件1制约做空2限制量化交易,09-01 09:34,09-01
0,谁在做空，今天都会留下痕迹,09-01 09:35,09-01
0,满仓成本16.5，不到20不逃跑,09-01 09:37,09-01
0,所以今天是谁在砸盘谁在做空？,09-01 09:38,09-01
0,真牛市到来必然是东财市值超中信,09-01 09:40,09-01
0,又是高开低走的,09-01 09:41,09-01
0,这把没办法赖人家北向了,09-01 09:41,09-01
0,眼瞎了？看不到利好吗？就是一心出货了？,09-01 09:41,09-01
0,推荐,09-01 09:44,09-01
0,那么大的盘子那么好的业绩，还不如我的国芳集团呢,09-01 09:44,09-01
0,一天几个利好,09-01 09:45,09-01
0,9月目标跌回14,09-01 09:45,09-01
0,拿住了在洗盘,09-01 09:46,09-01
0,限制什么都没有，还不如限制下跌呢。,09-01 09:47,09-01
0,确实不能怪北向,09-01 09:48,09-01
0,我亏的钱基本无法回来了，加仓也不敢加仓，完蛋了,09-01 09:48,09-01
0,大幅回调的概率非常大,09-01 09:49,09-01
0,东方财富外资通道停了,09-01 09:49,09-01
0,主力呢，解放军呢,09-01 09:49,09-01
0,不要发利好了，发一次套一次，政策不要发了,09-01 09:50,09-01
0,量化基金真够恶心的！,09-01 09:50,09-01
0,调整2个月,09-01 09:50,09-01
0,要想取到作用，除控制IPO质量，严格规范管理大股东减持，修订法律，规范市场行为，严厉打击违法行为外，最有效的应该是取消股票交易印花税，改征资本利得税，绝大多数资金较少的中小散户免征资本利得税，部分大户大股东等则多征资本利得税。这才是王炸。,09-01 09:51,09-01
0,量化不禁！永远被不砸！,09-01 09:52,09-01
0,银行存款利率又下降利好券商,09-01 09:52,09-01
0,还是要和昨天一个样,09-01 09:54,09-01
0,财报业绩亏损吗？股价一蹶不振,09-01 09:56,09-01
0,现在北向资金不能买卖，知道谁在做空了吧！,09-01 09:56,09-01
0,形态看，不具备大涨。,09-01 09:56,09-01
0,昨天进的货今天可以慢慢卖了,09-01 09:57,09-01
0,国金国联重组合并吗,09-01 09:57,09-01
0,券商不拉几个涨停，带动不起来市场啊？,09-01 09:57,09-01
0,重大利好！今儿北向不会流出，起码上午不会,09-01 09:57,09-01
0,买！买！赶快买！,09-01 09:58,09-01
0,《经济复苏、房产新政下的东财》这么早发帖，是因为有些新的看法，因为昨夜房地产新政。1、东财这几天流出有点多，流出的资金部分会回来，时机是等被埋的资金动态平衡。毕竟还是要靠券商为经济复苏做榜样和推力。保险也有机会。但是不是银行，银行因为降息（房贷）会承压。2、我现在无东财，就算回来，也是少量资金，毕竟很多人吃到前一块大肉了，再回来的目标是喝点汤，所以对东财预期也不...,09-01 10:00,09-01
0,没有北向，今天好好查一查，到底是谁在做空大A,09-01 10:01,09-01
0,今天要涨停了，吃肉喝酒了,09-01 10:02,09-01
0,涨如龟跌如兔,09-01 10:02,09-01
0,请问老师，联合光电怎么操作呢,09-01 10:02,09-01
0,牛市里，东方财富现在价格就是白菜价。大家听我的。,09-01 10:03,09-01
0,今天拉了，明天外资股赚汇率赚，双重抛压,09-01 10:03,09-01
0,东财有大资金在，16以下潜伏！,09-01 10:05,09-01
0,收盘价15.9今天，欢迎打脸,09-01 10:06,09-01
0,不贪，把昨天加仓的卖掉些，回笼子弹,09-01 10:07,09-01
0,下周又可以低吸了哇,09-01 10:09,09-01
0,今天上午上涨的理由是没有北向砸盘,09-01 10:09,09-01
0,券商板块不跌，其他板块就不涨。,09-01 10:10,09-01
0,装逼够了就快点砸吧，天天装逼然后往下砸，恶心至极,09-01 10:10,09-01
0,今天没有外资卖应该要好点,09-01 10:11,09-01
0,今天19.02是否实现…,09-01 10:11,09-01
0,全仓出货，留下的发财,09-01 10:12,09-01
0,弱反弹结束,09-01 10:12,09-01
0,t+0来了？,09-01 10:13,09-01
0,东财是不是16以下都挺安全,09-01 10:14,09-01
0,看来看去还是觉得房地产受益啊。,09-01 10:14,09-01
0,高处暴跌开始,09-01 10:14,09-01
0,我买回机器人。步科股份感觉威力传动，明显洗盘。,09-01 10:14,09-01
0,M2的100多万亿拿出投入大牛市，还不涨到20000点呀。,09-01 10:15,09-01
0,东方财富适合长期持股。中国必胜。大环境要清楚。,09-01 10:15,09-01
0,跌十几个点，涨一个，笑哈哈,09-01 10:17,09-01
0,差不多等一两个月调整。要有耐心,09-01 10:17,09-01
0,直线下来又套牢一批新韭菜和自以为是的老韭菜,09-01 10:18,09-01
0,看来都是国内机构在出货，北向又背锅了,09-01 10:18,09-01
0,16.2今日最高见顶了,09-01 10:18,09-01
0,东方财富的表现令人失望。,09-01 10:18,09-01
0,跌起来一点不犹豫，涨起来难,09-01 10:18,09-01
0,不玩了，太弱了，昨天尾盘抄底今天全卖了,09-01 10:19,09-01
0,这股盘子这么大，除非机构基金可以拉起来，普通柚子根本没戏！,09-01 10:19,09-01
0,星星之火可以燎原，空仓了一宿，新的月份，新的征程，加油,09-01 10:19,09-01
0,今天券商走势非常不妙，但机会往往也是在这种凶险中孕育出来的，明日再一沉，东财会否带领券商重新向上,09-01 10:19,09-01
0,H股都涨不过，整车板块都涨不过,09-01 10:19,09-01
0,先买回一些再说，不停的洗盘，散户太多了。,09-01 10:21,09-01
0,重磅「非农夜」来袭！Fed偏好通胀指标PCE温和周四美国发布的通胀数据符合预期，联储局加息可能性进一步降温。较早时，美国公布的7月个人消费支出(PCE)物价指数按月上升0.2%，按年涨3.3%，两者均符合预期。期内，核心PCE物价指数按月上升0.2%，符合预期；按年升4.2%，与预期相同，前值为涨4.1%。交易商称，美国最新通胀数据符合预期，进一步增加联储局可能暂停加息的希望，而消费者支出保持强...,09-01 10:23,09-01
0,重新站上250日线吧加油,09-01 10:24,09-01
0,昨天误买入没想到还能赚钱,09-01 10:25,09-01
0,磨磨蹭蹭，看看别人,09-01 10:25,09-01
0,还系中银证券牛，基本上快站上周一开盘价。。。,09-01 10:26,09-01
0,东财这网络公司都两千多亿市值了，居然还有人敢进。。。。,09-01 10:27,09-01
0,管好自己的手，每次我一追高，必套，这次我不追了，看你表演，16.9的成本，我不急，我可以放三年，闲钱,09-01 10:29,09-01
0,人工智能这是不打算调整了，要一直冲的样子,09-01 10:30,09-01
0,转发,09-01 10:40,09-01
0,能不能不要这么拉胯，不说领涨，至少跟上指南针吧,09-01 10:30,09-01
0,人工智能这是不打算调整了，要一直冲的样子,09-01 10:31,09-01
0,因为我早就哭完变了只是我不能说。现在北方卷卷不好吧要不就是没智商！要不之前看我好骗！上海卷互相看不上我懂！我并未持有东方财富，我宣布东方财富可以霸气霸气。,09-01 10:33,09-01
0,18.4的多久能解套？,09-01 10:33,09-01
0,6,09-01 10:34,09-01
0,散户太多了，稍微弹点意思下,09-01 10:34,09-01
0,按照银河国元太平洋佣金降万0.15，东财降万0.12，成交量起不来的情况下，下个季报不好看,09-01 10:34,09-01
0,午盘强势收绿,09-01 10:35,09-01
0,莫出手，出手必被捉。,09-01 10:36,09-01
0,东方财富盘子太大，拉升太难。别想挣大钱。性子急的现在可以出去了。,09-01 10:36,09-01
0,这里面散户太多了,09-01 10:37,09-01
0,好文,09-01 10:37,09-01
0,下午北向回来又是砸,09-01 10:38,09-01
0,象征性的装一下逗你玩，月底15见。,09-01 10:39,09-01
0,盟主好,09-01 10:42,09-01
0,还以为跑的快结果被吓出来了卧槽,09-01 10:43,09-01
0,证券板块今天明显企稳，后续少不了证券板块扛大旗，东兴证券，应该率先涨停做龙头大哥,09-01 10:43,09-01
0,18.4的本。高水平买股，谁有这水平？？,09-01 10:43,09-01
0,财富缩水玩命砸吧,09-01 10:44,09-01
0,被量化玩的死死的,09-01 10:45,09-01
0,周一追高入场的，敢问大家，五年内能解套吗？,09-01 10:45,09-01
0,最拉胯,09-01 10:46,09-01
0,量化交易的庄汪,09-01 10:48,09-01
0,今天直接暴跌到14元让散户开心开心,09-01 10:48,09-01
0,真垃圾。,09-01 10:49,09-01
0,被骗进来了，还满仓，明天止损,09-01 10:49,09-01
0,下午北向资金进来抄底,09-01 10:50,09-01
0,调整2个月,09-01 10:51,09-01
0,转发,09-01 10:53,09-01
0,推荐,09-01 10:56,09-01
0,房地产经常出利好啊,09-01 10:57,09-01
0,莫出手，出手必被捉,09-01 10:57,09-01
0,代替太平洋，接过龙头大旗，助力中国股市走出低谷！加油！,09-01 10:58,09-01
0,上不去了，下午大概率暴跌,09-01 11:02,09-01
0,连16.5都到不了，还得跌,09-01 11:04,09-01
0,没量拉升，是想谁去站岗吗？,09-01 11:05,09-01
0,万亿市值不是梦，起码到八千亿,09-01 11:05,09-01
0,博创科技可以补仓吗,09-01 11:07,09-01
0,这个票北向天天砸，只会天天跌,09-01 11:07,09-01
0,感觉后面会好,09-01 11:09,09-01
0,卖了国盛买了东方财富。东方财富里的资金好像是量化基金每天有数不清的高抛低吸值差价。此股买错了不能咱们小散能玩的。,09-01 11:12,09-01
0,股东增持，买入！,09-01 11:12,09-01
0,别发利好，就是最大的利好！,09-01 11:13,09-01
0,游资霸屏了，明天一字了！,09-01 11:13,09-01
0,基于现在的国内和国外环境，中期看实在是找不到看空的理由，所以判断往下空间有限,09-01 11:17,09-01
0,有气无力,09-01 11:19,09-01
0,有人恶意做空券商！建议严查！！,09-01 11:20,09-01
0,转发,09-01 11:21,09-01
0,上涨如便秘下跌如窜稀,09-01 11:21,09-01
0,我如此努力的码字，解答问题，把最有用的经验分享给大家。两个月，不眠不休，写了几十万字，也帮助了很多人。很可惜，却总是被恶意中伤。可能因为某些小人的缘故，东财关闭了我的打赏功能，其实我说过，打赏我更在意的是一种成就感，获得感，分享感。我想成为最具备实力的人，打赏最多的人。粉丝最多的人，最具影响力的人。也是对我辛苦付出的一种肯定。是离开的时候了，我也不想去申诉了，本来这只是我的爱好。记住我的每一篇技术...,09-01 11:22,09-01
0,没二月这货难得涨起来,09-01 11:22,09-01
0,成本做到16.21了，最晚下周一就能解套啦,09-01 11:23,09-01
0,高手们，有没有人解释一下，东方财富周线这根假阴线，后续咋走向？,09-01 11:23,09-01
0,该轮到东财补涨了,09-01 11:25,09-01
0,一上午时间，外资这锅我不背,09-01 11:25,09-01
0,是死叉所以要震荡调整的,09-01 11:26,09-01
0,股票不能完，跌上没完没了,09-01 11:26,09-01
0,都在观望北上资金开盘后是砸盘还是买入,09-01 11:27,09-01
0,买哪个跌哪个，奶奶腿,09-01 11:30,09-01
0,真心搞活资本市场，就应该松绑架在社保基金、银行理财产品、保险资金等入市的条条框框。正眼看待所谓的“虚拟经济”，开渠引流（120多万亿储蓄），并引导长线资金从所谓的实体（房地产）腾挪到资本市场。,09-01 11:31,09-01
0,等收盘前梭哈。线别走歪了，就这么横着哈，下午再看你。,09-01 11:40,09-01
0,东方财富下周暴涨连续两个涨停,09-01 11:45,09-01
0,今天北向不砸你，你还不赶快涨，不然下星期又被砸的连妈都不认识！,09-01 11:52,09-01
0,分析挺透彻的，涨知识了,09-01 11:52,09-01
0,16托盘这么重，必破，出货状态，啥时压盘重了再进,09-01 11:54,09-01
0,昨天卖的杭州园林。买了你要努力呀。,09-01 11:56,09-01
0,下午又是个大跌，太多,09-01 11:59,09-01
0,我不卖，它不涨，我就不卖,09-01 12:09,09-01
0,先卖，后买。不加仓！不加仓！不加仓！加仓必跌，加仓阴跌加急跌。,09-01 12:11,09-01
0,东方财富要是跟中信证券合并是不是牛市开始了,09-01 12:12,09-01
0,本人的“划线法”有个非常好的地方是，每次波段操作基本都不会亏钱，基本都是盈利出来的！就看每波盈利多少而已！还有每次在关键时刻，也基本能通过划线法判断东财未来走势，准确率可以高达90%！！每次只要没有开出上涨趋势的“上轨线”和“下轨线”确定！！我们就每天保持空仓观望！！特别是下轨线确定！下轨线是100%要通过杀跌或者暴跌后来确认的！！我就不明白了，本来大盘和东财好端端地正常往下杀跌的！！本该跌到15...,09-01 12:15,09-01
0,证商28号发个大套之后要调整多久啊,09-01 12:17,09-01
0,你低价回购不注销主力和北上资金都不认可的。都在跑路剩下散户接盘。你有本事把回购的最低价也说出来，这才有诚信。就是一个垃圾。,09-01 12:18,09-01
0,还有一张王牌取消印花税如果恢复T+0开始做多做空都长期利好券商股了！,09-01 12:20,09-01
0,3000点保卫战正式打响,09-01 12:20,09-01
0,现在能入手吗？,09-01 12:21,09-01
0,怎么帖子都发不出去了,09-01 12:21,09-01
0,通过东财的产品，发现基本都是超短线操作，太刷新三观了,09-01 12:22,09-01
0,你起稳了，证券下周或许有机会,09-01 12:31,09-01
0,16.3已挂，到了全部走人，多一分都不赚。,09-01 12:31,09-01
0,金融，证券不雄起，大盘又要跌了！,09-01 12:32,09-01
0,000938怎么看,09-01 12:33,09-01
0,东财下午至少会拉高到涨幅4.5个点，一起见证！,09-01 12:38,09-01
0,太平洋尾盘强拉涨停，明显消息被泄露了，今天进的高位接盘了，不可能让大家今天进都挣钱，那都赚谁的钱，后天还有敢进的散户吗？,09-01 12:39,09-01
0,昨天有粉丝留言问大牛猫如何评价券商及东财，现在想卖出又不甘心。大牛猫安慰他说下半年上证指数有机会上3500，现在卖出的是活雷锋。,09-01 12:39,09-01
0,大资金进去了接盘的么,09-01 12:44,09-01
0,我走了，快点夸夸我！,09-01 12:45,09-01
0,朋友说跌到15.4可以买入.好啊.下来我再看看陆续买.大神们你们说能到不,09-01 12:53,09-01
0,何年才能解套,09-01 12:53,09-01
0,你豁哦，昨天最低，与今天最高，也没有1.6的差价,09-01 12:58,09-01
0,开砸，筹码没够,09-01 13:01,09-01
0,跑,09-01 13:02,09-01
0,冲一浪,09-01 13:02,09-01
0,什么利好都没用，外资没有来砸盘也没用！说明了什么？,09-01 13:02,09-01
0,快跑，破16,09-01 13:03,09-01
0,跑吧现在板块弱要震荡调整一下的不让涨的,09-01 13:04,09-01
0,看样子收盘还得绿,09-01 13:04,09-01
0,收盘必绿,09-01 13:05,09-01
0,兜单必跌！！,09-01 13:05,09-01
0,磨磨蹭蹭的，能不能一步跌到位,09-01 13:06,09-01
0,快跑,09-01 13:06,09-01
0,一点不给力,09-01 13:07,09-01
0,跑快跑,09-01 13:08,09-01
0,又是大单砸小单买,09-01 13:09,09-01
0,又黑天娥的一天,09-01 13:09,09-01
0,暴跌在后面啊,09-01 13:09,09-01
0,不是昨晚和今早政策消息拉了你下，15.6,09-01 13:10,09-01
0,，明天你还能跌，你就牛了,09-01 13:10,09-01
0,又跌,09-01 13:12,09-01
0,我就知道，不买不跌。一买保证下来，对不起大家，我儿又坑老子,09-01 13:13,09-01
0,没有北向资金，内资也玩拉起再砸盘。,09-01 13:14,09-01
0,哥那个方向板块安全,09-01 13:15,09-01
0,给我砸，,09-01 13:15,09-01
0,下跌中继,09-01 13:18,09-01
0,今天有北向吗？,09-01 13:20,09-01
0,北上砸盘也就算了因为TM是故意的那内资一些机构砸盘想干什么,09-01 13:25,09-01
0,东财韭菜基地哈哈,09-01 13:40,09-01
0,散户赶紧抄底，马上14块,09-01 13:55,09-01
0,今天韭菜长势良好东财不想割都要割,09-01 14:10,09-01
0,很准的。,09-01 13:23,09-01
0,跌不到15！不买回来！肯定还得跌,09-01 13:23,09-01
0,这么好的政策都不涨，可见市场都多么的弱，一有风吹草动，就要完犊子了！,09-01 13:24,09-01
0,反复收割牛逼,09-01 13:24,09-01
0,这次18追进去的，至少套一年！,09-01 13:25,09-01
0,证券行业:四大利好出来之后总体下跌厉害！后市看低大A一线！暂时观望为好！,09-01 13:25,09-01
0,我是散户，我现在不买了,09-01 13:25,09-01
0,跑吧,09-01 13:26,09-01
0,为什么香港一刮台风港交所就取消交易，港交所是在露天交易吗？（开玩笑）真正的原因是什么？求解,09-01 13:26,09-01
0,牛市捂证券,09-01 13:26,09-01
0,天天都流出跑吧,09-01 13:27,09-01
0,回购股份股票没涨到跌了,09-01 13:28,09-01
0,真不愿相信是我们内资在砸盘,09-01 13:31,09-01
0,周一进来的活埋了现在看可能调整到15.4左右,09-01 13:31,09-01
0,多头大佬们干活啦,09-01 13:32,09-01
0,继续绿,09-01 13:32,09-01
0,券商板块是跌的，一会儿就下来了,09-01 13:37,09-01
0,15.9大托盘怎么还没破？,09-01 13:37,09-01
0,出货,09-01 13:39,09-01
0,装不下去了吧,09-01 13:41,09-01
0,我开始抄底了,09-01 13:42,09-01
0,这个是什么意思啊！,09-01 13:42,09-01
0,#东方财富这孙子真狠，无论如何都是跌,09-01 13:45,09-01
0,今天市场普涨，情绪达到74过热区，明日会有分化，成交量较之前有明显放大，说明昨日有增量资金进场！证券板块经过16个交易日的调整，昨天和今天收出带上下影线的揉搓线型态，这是典型的洗盘手法，东财今日也顺势低开回补了昨天开盘的跳空缺口！站在了所有均线上方，标杆量由8月4日转变为昨日的成交量，只要成交量不大于昨天成交量的阳K，都属于拉升量！只要成交量温和放大，前期高点阴...,09-01 13:48,09-01
0,证券已经凉凉了,09-01 13:49,09-01
0,站稳20时候，仰天长啸,09-01 13:52,09-01
0,赶紧跑路,09-01 13:53,09-01
0,今天大概率就这样八月份收盘了。微跌一点没啥不好的。放量微跌，说明上方有压力。九月份大概率继续上涨。毕竟现在是东方财富的牛市三浪周期，多头主导的格局。这个月跟25.66进行比较短20月均线，压力依然大了些。下个月份就跟21.66进行比较了，至少20月均线会下移缓多了。到10月份压力就更小了，跟18.46比较就行了。所以大概率10月份，20月均线会扭头向上，至少会走...,09-01 13:54,09-01
0,大家别急，这个走势就是在等，等周线5周均线上穿10周均线，应该下周就可以了,09-01 13:56,09-01
0,今天绝对拉尾盘！,09-01 13:56,09-01
0,准备买点512070证券保险ETF易方达，觉得东方财富也不错。东方财富加大AI研发技术投入，筹建人工智能事业部，重点推进金融垂直大模型研发应用,09-01 13:57,09-01
0,谁解释一下为什么。,09-01 13:57,09-01
0,512070证券保险ETF易方达盯着了，看看东方证券。东方证券大财富管理业绩成长性可期，可享高估值，公司营收结构稀缺性有望带来估值溢价,09-01 14:00,09-01
0,上午高点把东财清了。,09-01 14:02,09-01
0,下午追进来了，下周加油,09-01 14:04,09-01
0,~,09-01 14:05,09-01
0,量化经理3个多亿的洋楼，都是咱们出的啊,09-01 14:05,09-01
0,大盘涨不了，主要是像徐小明之类的专家说什么浪形，还要调整半个月，完全不管什么经济面政策面的。到那时又说破趋势了又减仓，这样大A能涨起来吗？,09-01 14:06,09-01
0,只可能跌，不会涨的，你想想，好不容易把你套进去，难道让你获利出逃？不可能的,09-01 14:06,09-01
0,多希望没上周日没有发利好,09-01 14:08,09-01
0,主力资金疯狂出逃下周闷杀,09-01 14:12,09-01
0,这只票有得时间磨了。唉，。。。又被套房了。CT,09-01 14:12,09-01
0,一盘散沙，还得靠北向啊！,09-01 14:13,09-01
0,量化又在做差价了,09-01 14:13,09-01
0,今日2:30后拉证券啊,09-01 14:14,09-01
0,华盛昌手扶核辐射检测仪,09-01 14:14,09-01
0,未来我继续看好512070证券保险ETF易方达和东方财富。东方财富上半年研发费用同比提升7%，显著快于总成本增长（约4.5%），有望深入财富投顾服务模式,09-01 14:17,09-01
0,直接把散户玩惨了,09-01 14:18,09-01
0,管理层救市决心之大前所未有，周末发布信息的惯例昨天今天起打破了！,09-01 14:23,09-01
0,一波比一波低走,09-01 14:23,09-01
0,东方财富，给东方人民带来财富，赞……,09-01 14:23,09-01
0,赔了五六个点，走了，利好出来还被割韭菜了,09-01 14:24,09-01
0,哪里来的源源不断卖单，下周会让卖单拍大腿吗？,09-01 14:24,09-01
0,助理坏心思，压在16以下。,09-01 14:24,09-01
0,昨日盘中买入部分已经正T完成股数维持不变6300股1.6毛差价950元大家操作了吗？,09-01 14:27,09-01
0,证券必须护盘,09-01 14:27,09-01
0,必须翻绿,09-01 14:29,09-01
0,一跌就2个多点，涨才0点几，散户要怎么玩？,09-01 14:31,09-01
0,伊利股份突破活菌常温酸奶，2023年中国益生菌市场需求将超过1100亿元，其中奶制品占近八成。,09-01 14:33,09-01
0,都说说，反正3000只股票横盘十几年,09-01 14:33,09-01
0,膈应人,09-01 14:35,09-01
0,每次煤炭涨起来，券商股就要调整了,09-01 14:37,09-01
0,600733中国智驾6亿智慧车90万亿牛市场牛,09-01 14:37,09-01
0,可以开始表演了！,09-01 14:38,09-01
0,暴跌是对政策的积极回应，下周还有持续大暴跌,09-01 14:39,09-01
0,红星发展(SH600367)$硫酸钡防核辐射砂浆可以有效屏蔽射线辐射。该材料是由水泥基胶凝材料、重骨料及添加剂等组成，与水搅拌后稍加辅助性施工的核防材料，公司的碳酸钡产能29万吨，硫酸钡产能5.5万吨，位居全国第一乃至全球第一，市占率40%左右,09-01 14:41,09-01
