,comment_text,comment_date,comment_time
0,如果你要我用一个词去形容今年最后2个季度的行情：那么必然是英雄归来这四个字。而能配得上所谓英雄和归来这2个字眼的，在我的眼里只有券商和地产。当我秉持着这样的逻辑来写下这篇争议较大的文章，我一定是做好了逻辑性极强的推理。如果你愿意我和一起狂欢最后这3个月，拿到翻倍的利润，你就耐心看完，否则，就走...,08-01 08:26,08-01
0,只要关注就送100000股,08-01 08:27,08-01
0,今天这个大盘吃了兴奋剂。目测这个行情起码要维持1-2周去了。前两天刚在说：东方财富就是买点，我是提莫队长申请出战，我很清楚我在说什么。这特么才两天啊，你就这样涨。今天突然高开，买盘突然干进来。我真有点蒙圈。当然，我是很高兴。毕竟满仓在股市。哈哈...昨天说下一波行情要看涨1-2个月。不过如果之后1-2周都是这样的涨幅。那么行情会很短很短...不过无论行情长还是短。这一波...,08-01 08:31,08-01
0,8.1，啥也没有，这大盘200点纯粹自high吗？,08-01 08:35,08-01
0,今早高开高走，等十厘米,08-01 08:40,08-01
0,A股三大指数收报:3291.04，11183.91，2236.67。两市成交额11052亿，比前日增加1569亿，北上资金流入93.47亿，南下资金流出59.61亿。涨跌停家56/2，涨跌家3457/1390。、酒店及餐饮，零售，汽车整车，房地产服务涨幅居前。,08-01 08:41,08-01
0,中信证券给出东方财富买入评级，今天可以加仓,08-01 08:44,08-01
0,今天早上开盘成交了87亿，全天成交了140多亿，今天买入的这些全是被套的，明天想解套？,08-01 08:50,08-01
0,北向持续流入，成交了重回1万亿。指数走势：W底部，双跳空，权重拉指数比较轻松。但是这附近，还是有压力的，如果走个W+V，回踩一下就很稳了。小盘股还是偏弱（大科技也有动静）。弱势市场，刚转势阶段，可能支撑不了2个跳空。虽然市场逐步活跃，但上方还是有压力的（上引线就是预压的表现）【说说持仓】小困今天还是没开仓。有开仓点的，发到策略里了。主要今天看盘面有点乱（资金哪都拉，但哪都不强）大资金全在“大屁股”...,08-01 08:53,08-01
0,事出反常必有妖！！！为什么说是反常呢？第一，人民币还在继续大幅贬值，截止今日凌晨报7.1825，贬值185个基点，人民币贬值利空金融，房地产，有色金属，煤炭，会加快北向资金流出！！！第二，昨天的脉冲明显低于25度角，利好诱多，利好出货！！！（有很多人解读为试盘，我看未必，俗话说一根长阳快速落，千军万马来通过，意思是你拉起来，很多人都想走）第三，券商内卷的太厉害…...,08-01 08:55,08-01
0,昨天减掉1/3仓位，均价16.07，感觉踏空了,08-01 08:58,08-01
0,东财很久没有涨停了,08-01 09:00,08-01
0,今天东财资金跑了一些接下来可能继续流出，两周内应该是做短差的机会，7月结束，仅剩8个点收益，前7个月完成全年目标的57%，加油,08-01 09:02,08-01
0,随便瞎猜，今天东财会新高,08-01 09:06,08-01
0,2023年7月31日【早盘自选股】德迈仕，新能源车+无人驾驶防守参考15.9,08-01 09:07,08-01
0,【31省份上半年GDP全部出炉：15省份增速跑赢全国，13省份增速超6%】全国31个省区市上半年的GDP数据已经全部出炉，据国家统计局初步核算，上半年国内生产总值593034亿元，按不变价格计算，同比增长5.5%，比一季度加快1.0个百分点。同比增速方面，上半年，31个省份中有15个省份增速超过全国水平5.5%，分别是上海（9.7%）、海南（8.6%）、西藏（8.4%）、吉林（7.7%）、内蒙古（...,08-01 09:08,08-01
0,昨天是洗盘还是出货,08-01 09:09,08-01
0,【IPO要收紧？业内人士未对传言予以完全确认】有传言称，沪深板块涉及“吃穿住”的在审拟IPO企业基本会被劝退，未申报的不受理，除非规模较大的标杆龙头企业。此外，科创板第五套标准收紧，受理暂停，已经提交材料的基准日为12月31日的公司已被通知撤回。多方业内人士未对上述传言予以完全确认，有不少业内人士表示，“吃穿住”行业已经出现了类似的趋势，但也有称，科创板第五套标准并未暂停受理。（第一财经）,08-01 09:09,08-01
0,7月31日答胡锡进；说，今儿上午还成；两市成交量保持在上午盘节7400多个亿；下午就完蛋了，2000多个亿；为什么会出现这样？从盘面上看，牛市旗手券商拉胯了。拉胯的理由也简单，那就是证监会的犹疑。我们的监管层很有意义；全世界都像爱护眼睛一样爱护投资者，而我们的市场却是弃之若蔽履；嫌弃投资者，真爱的那些上市融资的富人们；这很有意思。投资者的要求从来不能得到认真的对待，这可怎么办呢？说，现在要活跃市场...,08-01 09:11,08-01
0,今明几天应该还是要先洗一波，下星期才有希望，，,08-01 09:11,08-01
0,突然觉得今天会有个20cm,08-01 09:11,08-01
0,【太平洋非银深度】东方财富今年的估值回归机会：从轻资产到新龙头-------------经纪业务情况：作为首家互联网券商，公司通过极低的获客成本积累流量，通过推出低价策略，提供了低于行业水平的佣金率，在实现实现经纪业务市占率逐年提升的同时，也保持了经纪业务收入占比基本呈现逐年提升的趋势。基金代销情况：受益于基金牛市，公司公募基金销售规模多次实现高增，天天基金非货类与混合类公募基金的保有量均进入行业...,08-01 09:14,08-01
0,沪深板块涉及“吃穿住”的在审拟IPO企业基本会被劝退，未申报的不受理，除非规模较大的标杆龙头企业。此外，科创板第五套标准收紧，受理暂停，已经提交材料的基准日为12月31日的公司已被通知撤回？第一财经靠谱？,08-01 09:16,08-01
0,相信他就买他。信心不足那就观望后再买他。买他买他买他就对了,08-01 09:18,08-01
0,向五日线靠拢开炮！,08-01 09:21,08-01
0,看着盘面，明天指定跌呀,08-01 09:23,08-01
0,难道又来一次等散户接盘就牛老了,08-01 09:24,08-01
0,跌停吧！,08-01 09:24,08-01
0,赤果果的出货走势？,08-01 09:25,08-01
0,一跌就是龙头，什么玩意儿啊,08-01 09:27,08-01
0,暴跌开始,08-01 09:28,08-01
0,今天会跌多少？,08-01 09:28,08-01
0,07-31深股通净买入-1.444亿元，其中买入金额8.428亿元，卖出金额9.871亿元,08-01 09:28,08-01
0,洗盘开始,08-01 09:29,08-01
0,噢噢噢哦哦,08-01 09:29,08-01
0,唉，又完蛋了,08-01 09:30,08-01
0,券商的建议根本就没有提议到点子上。中国股市长期3000点根本问题是IPO吸血和大股东1元成本解禁减持。应该建议股价低于上市价格和业绩亏损不能减持。连续三年亏损，不能上市。,08-01 09:30,08-01
0,行情结束了,08-01 09:31,08-01
0,扶稳坐好，现在进入下跌模式，大盘也可能会奔向3100。,08-01 09:32,08-01
0,果然,08-01 09:32,08-01
0,一点花样都补不变,08-01 09:33,08-01
0,捞不到走了,08-01 09:35,08-01
0,行情结束了？？？？,08-01 09:35,08-01
0,鼓吹买入的呢？,08-01 09:36,08-01
0,交易端搞活资本市场，T十〇有望在即,08-01 09:38,08-01
0,早早早,08-01 09:39,08-01
0,券商概念涨了1个多点，你竟然还绿着,08-01 09:39,08-01
0,涨停吃大肉,08-01 09:42,08-01
0,昨天没有补仓,08-01 09:42,08-01
0,今日最高点16.33,08-01 09:42,08-01
0,万手哥来了,08-01 09:42,08-01
0,这么多证券，就他最弱,08-01 09:43,08-01
0,233日线争夺仗，攻破继续144日、377日线，55周线。必定凯旋而归,08-01 09:43,08-01
0,疯狂出货,08-01 09:43,08-01
0,今天利好也不少，有两项属于是氛围跟上的话能大炒特炒的那种：1.从根本上破解“两头在外”问题。重要杂志发表的重要文章指出，要建设基础研究高水平支撑平台，打好科技仪器设备、操作系统和基础软件国产化攻坚战。提到的几个关键领域分别是：科技仪器、操作系统、基础软件。那么请问，今天炒什么？很显然，事情的高度是有的，但问题出在太有广度了。如果股市氛围很好，那今天直接干科创，干半导体芯片都可以。假如开盘的氛围不...,08-01 09:44,08-01
0,赶紧跑,08-01 09:44,08-01
0,进场,08-01 09:44,08-01
0,马市牛上来了,08-01 09:45,08-01
0,做空它,08-01 09:45,08-01
0,垃圾始终是垃圾,08-01 09:45,08-01
0,券商股的牛市来了,08-01 09:45,08-01
0,涨不上去啊！无力,08-01 09:46,08-01
0,太弱了,08-01 09:46,08-01
0,照这个速度，17块的很快就能看到。,08-01 09:46,08-01
0,想走又不想走，好纠结,08-01 09:47,08-01
0,今天涨10％就是洗菜盆，目标价位可以到18元就出货,08-01 09:47,08-01
0,绝对的市场热点主线,08-01 09:47,08-01
0,庄呢吗垃圾,08-01 09:48,08-01
0,出货啊，净流出3个亿了！,08-01 09:48,08-01
0,【今年来超2000家私募注销行业“新陈代谢”显著加速】今年以来，随着监管逐渐升级，私募业生态也在不断优化。据中国证券投资基金业协会数据，截至7月31日，今年以来私募基金管理人登记注销数量已超过2000家，还有56家私募因违规遭到中基协的纪律处分。在业内人士看来，“伪私募”“乱私募”的加速出清，有助于促进行业健康持续发展，越来越多私募机构正在进一步强化合规意识，提高合规风控水平。公开资料显示，在行...,08-01 09:49,08-01
0,拉高出货，兄弟们快逃,08-01 09:49,08-01
0,主力资金一直在流出，用不了多久就会绿了,08-01 09:49,08-01
0,加油,08-01 09:49,08-01
0,转发,08-01 09:49,08-01
0,垃圾，下跌龙头，上涨拖后腿主力军,08-01 09:50,08-01
0,这货太拉胯,08-01 09:50,08-01
0,T完收工,08-01 09:50,08-01
0,转发,08-01 09:50,08-01
0,路过,08-01 09:51,08-01
0,今天又是跳楼机模式,08-01 09:52,08-01
0,拉高出货，,08-01 09:54,08-01
0,全靠你拖证券后腿了,08-01 09:55,08-01
0,庄家今你就争争气来个涨停！让那些空狗望尘莫及，让它们哭晕在18层地狱,08-01 09:56,08-01
0,看空的小朋友，你们会后悔的。,08-01 09:56,08-01
0,资金该撤出大盘股了，拉一个点大盘股的资金可以拉小盘股十个点,08-01 09:58,08-01
0,反复诱多出货,08-01 10:00,08-01
0,还不跑真的就只有埋,08-01 10:01,08-01
0,东方财富买入2万股套了三个多月现已解套打算续继持有有望创新高东财股东们努力加油一起发财发大财,08-01 10:01,08-01
0,这一轮它不是强势股，跟着板块喝点汤算了,08-01 10:02,08-01
0,有钱，这么多资金都拉不上去，还在使劲往里面埋,08-01 10:02,08-01
0,怎么不涨了呢？涨到26回本就行。怎么不涨了呢？涨到26回本就行。,08-01 10:03,08-01
0,没有主力拉根本起不来，靠散户不行,08-01 10:03,08-01
0,高位套牢一大批,08-01 10:03,08-01
0,都知道大盘股涨不动为什么都往这边来。,08-01 10:03,08-01
0,本月必上99元！大资金可以今天买入，我就把话放在这！不会改变！,08-01 10:03,08-01
0,本轮券商大涨，全部是低价股，小市值，大市值无希望,08-01 10:03,08-01
0,中报不知怎样呢,08-01 10:03,08-01
0,哎！让我很失望,08-01 10:03,08-01
0,盘子大，涨幅有限了,08-01 10:05,08-01
0,建议停发瑞士DGR,08-01 10:06,08-01
0,转发,08-01 10:07,08-01
0,。,08-01 10:07,08-01
0,为啥大众收购小鹏和其产业上下游产品都需要奇德新材300995,08-01 10:09,08-01
0,什么东东,08-01 10:10,08-01
0,这两天如果能到15.5可以搞一搞，做做短差,08-01 10:10,08-01
0,过不去16.42彻底站上就上去了,08-01 10:11,08-01
0,看看你，太平洋6天5板。,08-01 10:11,08-01
0,没有50亿拉不动,08-01 10:12,08-01
0,又要横盘卧倒一个星期了！,08-01 10:12,08-01
0,当心点，别涨没份，跌的时候比谁都快,08-01 10:12,08-01
0,龙头股标的,08-01 10:12,08-01
0,这一轮又没戏,08-01 10:13,08-01
0,坐稳不要被甩下车了,08-01 10:13,08-01
0,出货出得真痛快。。。加油，砸到14下去,08-01 10:14,08-01
0,刚刚争证券拉一波，我开心打开翻了几遍没看到你，你是券商？,08-01 10:14,08-01
0,唉，又试错。板块概念对，选股又错。,08-01 10:14,08-01
0,直线跳水还有人在幻想,08-01 10:15,08-01
0,千手万手砸单砸起来毫不犹豫的,08-01 10:16,08-01
0,洗洗睡吧，结束了,08-01 10:16,08-01
0,可怜的散户中午都没到就被套的死死高位接盘等10年,08-01 10:16,08-01
0,我买了，可以跌了，说实在的你们赚钱比我亏钱还难受，我买的目的你们懂的,08-01 10:16,08-01
0,上涨无力，下跌比谁都跑里快,08-01 10:17,08-01
0,又是受了什么刺激？直接开跳了！,08-01 10:17,08-01
0,麻蛋的,08-01 10:17,08-01
0,中信绿了,08-01 10:17,08-01
0,如果说开盘买单挂成卖单，卖了，大家信吗,08-01 10:17,08-01
0,的，你变成调板块指数的孙子了,08-01 10:17,08-01
0,没调整到位,08-01 10:17,08-01
0,牛市结束,08-01 10:17,08-01
0,做东财的波段总是做不好，算了，18.6的重仓本躺平了,08-01 10:17,08-01
0,都是来骗炮的,08-01 10:18,08-01
0,一买就套,08-01 10:18,08-01
0,跟昨天一样的走势，估计这周没戏,08-01 10:18,08-01
0,出一部分，一会在接回来,08-01 10:19,08-01
0,15.5接一点,08-01 10:19,08-01
0,国家说，相机出台新政策,08-01 10:20,08-01
0,下来就是进货的最好时机了,08-01 10:21,08-01
0,快跑，今天跌停,08-01 10:21,08-01
0,耐心持股,08-01 10:21,08-01
0,就说的,08-01 10:21,08-01
0,哎吆我去，刚才，低位被逼无奈卖了,08-01 10:21,08-01
0,。,08-01 10:22,08-01
0,120分钟放大量而不涨，说明短线主力逢高再出货，所以今天尾盘出了一半，礼拜一如高开则继续减仓待六十分分钟回调到位再进,08-01 10:22,08-01
0,口水利好不顶用啊,08-01 10:22,08-01
0,冲啊！不要命的往前冲！,08-01 10:23,08-01
0,吸货不足而已,08-01 10:24,08-01
0,一哥不走独立行情，变为只会跟风小弟了吗,08-01 10:24,08-01
0,上涨如便秘下跌如窜稀,08-01 10:26,08-01
0,昨天最高点买的，割了，你可以涨了,08-01 10:26,08-01
0,北向一买就砸，国内机构更是饿狼一样，东财缺口气。,08-01 10:27,08-01
0,买早了。,08-01 10:27,08-01
0,转发,08-01 10:27,08-01
0,相对于整个券商来说，真是太垃圾了,08-01 10:29,08-01
0,这么大的盘子上窜下跳的，实属不易！,08-01 10:31,08-01
0,平仓。耐心等待回调机会、再开仓,08-01 10:32,08-01
0,怎么也得拉伸一下，就这样偃旗息鼓了？,08-01 10:33,08-01
0,券商都不跟了,08-01 10:33,08-01
0,开启微跌的一周,08-01 10:33,08-01
0,快跑吧，,08-01 10:34,08-01
0,坚定持股,08-01 10:34,08-01
0,现在弱，不代表后面弱。坚定持有,08-01 10:36,08-01
0,来个二十厘米，说什么我都要跑路了,08-01 10:36,08-01
0,今天绿色10cm散户还好么,08-01 10:37,08-01
0,牛市结束,08-01 10:37,08-01
0,8月最高价16.7最低15.5,08-01 10:38,08-01
0,下来就是上车机会！,08-01 10:38,08-01
0,继续你的表演，我在下面等你，,08-01 10:39,08-01
0,坚定持股,08-01 10:39,08-01
0,带头诱多出货跑路大哥,08-01 10:39,08-01
0,赚9万，搞的倒亏4万，早知道买太平洋，这次太平洋不伤心了，东财上伤身,08-01 10:40,08-01
0,转发,08-01 10:41,08-01
0,下跌及预期。太准了，砖家是什么变得,08-01 10:42,08-01
0,回调蓄力是为了更好的往上走，坚定持有东方财富。,08-01 10:43,08-01
0,跌停！,08-01 10:43,08-01
0,我是被套了,08-01 10:43,08-01
0,发文了，提振信心，信心比黄金还重要，哈哈,08-01 10:44,08-01
0,净流出快5个亿了！,08-01 10:44,08-01
0,哈哈哈，飞流直下三千尺,08-01 10:44,08-01
0,要有信心，底裤亏完是早晚的事，,08-01 10:44,08-01
0,金科股份作为房地产的龙头，今天也是反包修复了一下，但最终却没有涨停，相对于板块强势来说，着实有些弱，没必要再继续格局了。东方财富今天券商集团爆发，它也是跟随一起上涨，这么好强度，却也没有涨停，那周一是否能大涨，这就很难说，记住不要追高了，先以观望为主。中信证券作为行业第一，几千亿的市值说涨停就涨停，难道说牛市真的来了吗？这里我是存在疑问了，不看连板晋级，真走牛的话，走趋势概率比较大。太平洋之前高位...,08-01 10:45,08-01
0,又复制昨天,08-01 10:45,08-01
0,又要回到之前那种瘟鸡走势了,08-01 10:46,08-01
0,又不是涨了很多，就开始跌,08-01 10:47,08-01
0,回踩就是机会,08-01 10:47,08-01
0,底裤没有了，还有一层皮,08-01 10:48,08-01
0,急涨已经反映了利好消息，后续有没有持久性，这还是个问题。,08-01 10:48,08-01
0,可以走了,08-01 10:49,08-01
0,太凶险了,08-01 10:50,08-01
0,明天至少跌5个点，拭目以待吧,08-01 10:50,08-01
0,今天收盘直奔14散户除了嘴硬就没了,08-01 10:50,08-01
0,科技该上位了,08-01 10:50,08-01
0,买入、买入！！,08-01 10:51,08-01
0,这里吗很软嘛,08-01 10:51,08-01
0,疯狂出货,08-01 10:51,08-01
0,倒车请注意，倒车请注意。,08-01 10:51,08-01
0,收网了,08-01 10:52,08-01
0,酸萝卜别吃,08-01 10:52,08-01
0,草！又跳水,08-01 10:52,08-01
0,诱多结束了,08-01 10:52,08-01
0,东财不套死你不罢休,08-01 10:52,08-01
0,昨天清仓了，看见你果然拉了，吾心甚慰,08-01 10:53,08-01
0,被埋了,08-01 10:53,08-01
0,七下八上水，卡努杜苏芮，百城金山漫，十省大堤危！,08-01 10:53,08-01
0,如有机会回本，这辈子都不碰这拉鸡了,08-01 10:53,08-01
0,跟4月那次不能说一样，只能说极其相似。同样的10来个点，隔天冲高回落，第三天收2个点跌幅,08-01 10:53,08-01
0,我就出入拉了泡而已，都怪我，拉的不是时候！,08-01 10:53,08-01
0,垃圾！知道这样一早割了！再也不看你,08-01 10:54,08-01
0,这个到底是互联网，还是券商,08-01 10:54,08-01
0,这个庄就是个,08-01 10:54,08-01
0,牛市来了,08-01 10:55,08-01
0,我又来了，快点夸夸我。。。,08-01 10:55,08-01
0,东财是个好票，买过好几次，从没亏过钱，不贪为好!,08-01 10:55,08-01
0,转发,08-01 10:55,08-01
0,给来一次跑的机会，不跑就开始温水煮青蛙,08-01 10:56,08-01
0,太神了，我一买就跌，,08-01 10:56,08-01
0,可以开始暴杀了！！,08-01 10:57,08-01
0,今天16.33会不会是最高？,08-01 10:58,08-01
0,这种势头可以猛追,08-01 10:58,08-01
0,底部买的5000股，涨跌随意,08-01 10:58,08-01
0,3300不好过啊,08-01 10:59,08-01
0,挺住啊,08-01 10:59,08-01
0,从此后…一路向北,08-01 10:59,08-01
0,这是什么垃圾，我还坚贞不渝，涨的时候不动，跌的时候如此优秀,08-01 11:00,08-01
0,洗盘也洗得差不多了吧,08-01 11:01,08-01
0,明天要大涨,08-01 11:01,08-01
0,上周五出了200股是正确的，但还是有5000多，最近的都是18进的。,08-01 11:02,08-01
0,一步到位下午跌停，等加仓,08-01 11:02,08-01
0,上涨压力强大，解套的，获利的，又要横盘一年半载,08-01 11:03,08-01
0,要跌你就痛快点，看得我难受，涨不上去,08-01 11:03,08-01
0,鼓吹补仓的人是多缺德,08-01 11:03,08-01
0,直冲下去,08-01 11:04,08-01
0,好,08-01 11:04,08-01
0,成交太小了，起码要成交500亿以上,08-01 11:05,08-01
0,到15.5.我接手,08-01 11:05,08-01
0,15.79钓1万股能买到吗?,08-01 11:06,08-01
0,被套了。,08-01 11:07,08-01
0,牛市已经走完了,08-01 11:07,08-01
0,在16附近震荡半个月还行，要是再砸到14，那就有意思了,08-01 11:13,08-01
0,要带头翻红你才最好,08-01 11:14,08-01
0,券商行情结束！后面无限阴跌。到年底,08-01 11:15,08-01
0,出货太坚决了,08-01 11:16,08-01
0,上行不会一次性突破，进入震荡整理期。,08-01 11:18,08-01
0,牛一天熊一个月,08-01 11:21,08-01
0,阴跌,08-01 11:22,08-01
0,不到14.8不加仓,08-01 11:23,08-01
0,今天14.98出14.75买回，反正就10手，反复玩,08-01 11:24,08-01
0,大家一起来乘电梯，很好玩的，上上下下,08-01 11:24,08-01
0,东方财富是我用的这个东方财富吗,08-01 11:24,08-01
0,东方财富这茬韭菜割得非常成功！继续砸盘出逃！,08-01 11:26,08-01
0,早开盘时快进快出，又继续委托了15.76买入，希望东财不要像4月3号大涨之后那么走，可看日线图却又那么像,08-01 11:27,08-01
0,这么好的人气，这么高的成交，走出这么个妖娆的步伐,08-01 11:27,08-01
0,跑晚一步就被埋了！,08-01 11:31,08-01
0,早盘行情目前还是在博弈中，并不是很清晰，券商带头的太平洋还是会有机会，后排的天风昨日尾盘偷袭之后今天完全是主力转换，只需要太平洋稳住，天风就是龙二最佳的选择！做的就是趋势为王，就像房地产的香江控股，趋势多好，近期的房地产利好频发，也预示着房地产即将走出阴霾时期，香江的潜力从这段时间的趋势上就可以看得出来！,08-01 11:32,08-01
0,16.60跑七成仓，15.85加仓，分批加,08-01 11:32,08-01
0,大概率是上涨中继，放心持仓，回调是最后的上车机会！,08-01 11:34,08-01
0,必须学习,08-01 11:36,08-01
0,快跑啊，在诱多，不跑下午跌停,08-01 11:37,08-01
0,开启阴跌模式了,08-01 11:38,08-01
0,又要回去了,08-01 11:40,08-01
0,必须学习,08-01 11:44,08-01
0,必须学习,08-01 11:45,08-01
0,昨天为啥不卖了？,08-01 11:49,08-01
0,做多看多节节高,08-01 11:49,08-01
0,7月份，A股市场呈震荡走势。Wind数据显示，截至7月31日，A股7月份成交额约为17.77万亿元。作为洞察主力资金动向的重要指标之一，龙虎榜营业部（按Wind统计口径）排名也浮出水面。截至7月31日，中金公司上海分公司7月份龙虎榜成交额为74.78亿元，居首位；东方财富证券拉萨东环路第二证券营业部和拉萨团结路第二证券营业部龙虎榜成交额分别居于第二名、第三名，成交额分别是63.64亿元和57.17...,08-01 11:53,08-01
0,14.65-16.25之间震荡，至少一周，明确观点，这个区间适合建仓,08-01 11:54,08-01
0,山顶的风好大啊有几个买在山顶的,08-01 11:55,08-01
