,comment_text,comment_date,comment_time
0,海南希瓦私募基金创始人梁宏，是拥有约70万粉丝的大V。2014年12月，梁宏成立海南希瓦资产，2015年4月发行了第一只私募产品小牛一号，目前管理规模超100亿元。（以下全文转发梁宏自述）发布于2023-09-02我（以下指代梁宏）2005年-2011年初做了五年多美股日内交易员。赚钱最爽是2008-2009年，美股波动非常大做多做空玩的不亦乐乎。然2009年后期开始赚钱越来越难。一是因为波动率...,09-03 22:39,09-03
0,“其实”如果负责任的话明天应该大幅回购，真这样的话东财明天应该不至于大跌。,09-03 22:41,09-03
0,大盘分析：没有北向上证总算是收红了，这点比预期的要强。现在成交量来到了7454亿。上证全天红盘震荡，居然还冲了一把，为了保住开门红，板块拉了十几个，比昨天还离谱。期货黑色系类全部上涨橡胶，玻璃这些都是在涨，所以刺激了今天煤炭、钢铁拉升，这都是多久没涨过的东西了。金r里面又拉了银h，保险护盘，消费类也是一堆，家居，汽车，新零售，白酒，酒店餐饮，食品饮料，后面还拉天然气，减速器也是有资j回流。就这样创...,09-03 22:49,09-03
0,量化被干了，券商收益，特别是头部，收入会不会影响比较大呀？,09-03 22:54,09-03
0,别人云亦云了，怪量化交易了A股这么多年的走势，大家还没看透嘛？现在又扯上量化了。我们假设一下，如果所有股民都可以双向交易，你亏钱了，会觉得市场的不公吗？那样亏钱，只能说明技术不行。如果放开融券业务，所有股民，无门槛可以融券，券源无时间限制，而且是所有股票，并且是等额流通盘，那么结果是什么？先不说赚或亏，那个时候，你做庄试试，只要头铁，你拉高了，我就做空，这个时候就看你泡沫会不会破。同理，你使劲打...,09-03 23:12,09-03
0,为啥要10.9号实行，给量化跑路的时间吗？内外勾结，一个月时间，足够量化跑路了,09-03 23:15,09-03
0,涨两个点就被量化蛆砸盘，量化蛆不剜除，股市难有应有的高度。,09-04 00:00,09-04
0,除了中金，华泰，国泰君安三个量化大本营，其他券商全部涨停,09-04 00:09,09-04
0,转发,09-04 00:15,09-04
0,明天为什么涨，限制量化是利好？,09-04 00:23,09-04
0,别人云亦云了，怪量化交易了A股这么多年的走势，大家还没看透嘛？现在又扯上量化了。我们假设一下，如果所有股民都可以双向交易，你亏钱了，会觉得市场的不公吗？那样亏钱，只能说明技术不行。如果放开融券业务，所有股民，无门槛可以融券，券源无时间限制，而且是所有股票，并且是等额流通盘，那么结果是什么？先不说赚或亏，那个时候，你做庄试试，只要头铁，你拉高了，我就做空，这个时...,09-04 00:37,09-04
0,都是8月28日增加4亿多融券,09-04 00:46,09-04
0,量化交易，是不是在交易上就开始大量高频了，而我们完全可以选择持股不动我们散户最不缺少的是时间，当你将钱存到银行，你可以忍受5年不动，为什么在低位持股就不能忍受5年不动呢？在这5年之中，任何极速上涨你盈利之后都可以卖出啊！时间，是我们在市场中盈利的支撑点。时间，让我们不被量化收割。,09-04 01:21,09-04
0,周一平开,09-04 02:09,09-04
0,时间过得真快，这样的操作转眼间已经坚持一年四个月多了。自从去年2月份在均价32.50元满仓82300股后，账户显示持仓成本24.41元，到了3月8日股价跌至26元迫不得已开始割肉操作，怎奈股价一直下跌到了今天，我也一直没有清仓一路割肉回补到了今天，目前持仓20万股，持仓成本15.00元。当下一直在延续去年以来的割肉换流动操作，股价自30元时一路下跌，操作策略一直...,09-04 02:25,09-04
0,都该感谢北向资金，,09-04 06:16,09-04
0,都该感谢北向资金，,09-04 06:16,09-04
0,下周继续关注吗？,09-04 06:18,09-04
0,下周继续关注吗？,09-04 06:18,09-04
0,真理掌握在少数人手中，这次声讨量化，一定有高人指点，这个高人必是受益者,09-04 06:21,09-04
0,真理掌握在少数人手中，这次声讨量化，一定有高人指点，这个高人必是受益者,09-04 06:21,09-04
0,突然机构雇了许多人讨论美化量化和融券，确实急了！哈哈哈哈！,09-04 06:33,09-04
0,突然机构雇了许多人讨论美化量化和融券，确实急了！哈哈哈哈！,09-04 06:33,09-04
0,股票可以致富，鼓励大家,09-04 06:41,09-04
0,股票可以致富，鼓励大家,09-04 06:41,09-04
0,量化就是玩游戏开挂，你愿意和开挂的一起玩？,09-04 06:54,09-04
0,格隆汇9月3日｜据东方财富证券消息，已经在东方财富证券开通科创板的个人投资者，可以快速开通北交所权限。开通北交所权限后，投资者可以买卖北交所上市证券，投资创新型企业。,09-04 06:54,09-04
0,量化就是玩游戏开挂，你愿意和开挂的一起玩？,09-04 06:54,09-04
0,格隆汇9月3日｜据东方财富证券消息，已经在东方财富证券开通科创板的个人投资者，可以快速开通北交所权限。开通北交所权限后，投资者可以买卖北交所上市证券，投资创新型企业。,09-04 06:54,09-04
0,8月28这天突然多了这么多融券，量化砸盘无疑了,09-04 07:00,09-04
0,8月28这天突然多了这么多融券，量化砸盘无疑了,09-04 07:00,09-04
0,大家早上好，我是指间。这两天因为一直看多太平洋以及最近操作不佳的原因好多朋友都在讽刺我，在此我想问一句谁敢说自己每只票都很牛呢？最近确实看的有点失误，但是我想说我不是股神，不可能每只票都能涨很多，那些讽刺我的朋友之前我票好的时候怎么都不说呢。所以我想跟大家说下不认同我观点的可以不看但是没必要讽刺。一、指数预判周一指数因为印花税减半征收的利好大幅高开然后回落，当天成交1.1万亿，周二到周四指数在跳空...,09-04 07:01,09-04
0,大家早上好，我是指间。这两天因为一直看多太平洋以及最近操作不佳的原因好多朋友都在讽刺我，在此我想问一句谁敢说自己每只票都很牛呢？最近确实看的有点失误，但是我想说我不是股神，不可能每只票都能涨很多，那些讽刺我的朋友之前我票好的时候怎么都不说呢。所以我想跟大家说下不认同我观点的可以不看但是没必要讽刺。一、指数预判周一指数因为印花税减半征收的利好大幅高开然后回落，当天成交1.1万亿，周二到周四指数在跳空...,09-04 07:01,09-04
0,转发,09-04 07:06,09-04
0,半仓东财仓东兴，坐等券商爆发,09-04 07:10,09-04
0,半仓东财仓东兴，坐等券商爆发,09-04 07:10,09-04
0,20230904,09-04 07:13,09-04
0,巴菲特都说了不要做空，在这个关键时刻，融券做空的人，也不知道是怎么想的，8/28涨停板集体砸盘券商做空，后面会全部还回去,09-04 07:13,09-04
0,20230904,09-04 07:13,09-04
0,巴菲特都说了不要做空，在这个关键时刻，融券做空的人，也不知道是怎么想的，8/28涨停板集体砸盘券商做空，后面会全部还回去,09-04 07:13,09-04
0,我上星期一17点3元高位追进一万二千股，星期五受不了下跌的压力，15点95元割肉抛了，亏了一万多，明天如果再高开，我是不是再高位买进，然后等下跌时再割肉养庄家。,09-04 07:18,09-04
0,我上星期一17点3元高位追进一万二千股，星期五受不了下跌的压力，15点95元割肉抛了，亏了一万多，明天如果再高开，我是不是再高位买进，然后等下跌时再割肉养庄家。,09-04 07:18,09-04
0,原始股东，只能分红，不准减持！,09-04 07:19,09-04
0,原始股东，只能分红，不准减持！,09-04 07:19,09-04
0,老师人工智能的支撑指数在什么位，这样我可以更好的做好进出点,09-04 07:25,09-04
0,老师人工智能的支撑指数在什么位，这样我可以更好的做好进出点,09-04 07:25,09-04
0,老师人工智能的支撑指数在什么位，这样我可以更好的做好进出点,09-04 07:31,09-04
0,老师人工智能的支撑指数在什么位，这样我可以更好的做好进出点,09-04 07:31,09-04
0,九月份东方财富最高点会拉到22元，大家拿好筹码,09-04 07:33,09-04
0,九月份东方财富最高点会拉到22元，大家拿好筹码,09-04 07:33,09-04
0,顺势而为,09-04 07:39,09-04
0,顺势而为,09-04 07:39,09-04
0,下来把存款利率给降低一点，银行利润不受影响。,09-04 07:48,09-04
0,下来把存款利率给降低一点，银行利润不受影响。,09-04 07:48,09-04
0,9月4号开盘应该是涨，可在开盘买入,09-04 07:51,09-04
0,9月4号开盘应该是涨，可在开盘买入,09-04 07:51,09-04
0,关注石油板块,09-04 07:57,09-04
0,关注石油板块,09-04 07:57,09-04
0,格林美可以入吗,09-04 08:05,09-04
0,明天板上钉钉跳空高开15～18cm,09-04 08:05,09-04
0,格林美可以入吗,09-04 08:05,09-04
0,明天板上钉钉跳空高开15～18cm,09-04 08:05,09-04
0,人气下来了,09-04 08:12,09-04
0,人气下来了,09-04 08:12,09-04
0,上周五收这么一个十字星，看来是要选择方向，到底是向上还是向下走呢？我觉得大概率是向上见底的感觉，在调整了这么多天也该结束了，拭目以待吧,09-04 08:24,09-04
0,上周五收这么一个十字星，看来是要选择方向，到底是向上还是向下走呢？我觉得大概率是向上见底的感觉，在调整了这么多天也该结束了，拭目以待吧,09-04 08:24,09-04
0,此前,09-04 08:25,09-04
0,此前,09-04 08:25,09-04
0,最近缩量了，很显然上周一动到大资金的利益了，所以开始搞量化了，所以周一看涨周二看涨周三有个回调可以上车，周五看涨,09-04 08:26,09-04
0,最近缩量了，很显然上周一动到大资金的利益了，所以开始搞量化了，所以周一看涨周二看涨周三有个回调可以上车，周五看涨,09-04 08:26,09-04
0,"在暑假治疗近视,光正目前才几元,有的眼科股票甚至已上百元.光正业绩好价格低成长空间巨大！请主力庄家关注光正眼科!极度低估砸坑无量的小盘股!证券日报说眼科市场前景广阔！",09-04 08:37,09-04
0,"在暑假治疗近视,光正目前才几元,有的眼科股票甚至已上百元.光正业绩好价格低成长空间巨大！请主力庄家关注光正眼科!极度低估砸坑无量的小盘股!证券日报说眼科市场前景广阔！",09-04 08:37,09-04
0,15年长了400倍,09-04 08:40,09-04
0,15年长了400倍,09-04 08:40,09-04
0,如果没有更大的资金，估计半年都过不去,09-04 08:42,09-04
0,如果没有更大的资金，估计半年都过不去,09-04 08:42,09-04
0,涨？,09-04 08:45,09-04
0,涨？,09-04 08:45,09-04
0,周末看房那么多消息，心想政府肯定要规范量化交易了。那么问题来了，量化交易减少了，成交量就少了，券商业绩也就受到影响了。但东方财富的客户基本上都是普通投资者，量化呢，都是机构投资者，机构投资者都在一些大的券商交易，想到这些放心了，安心持有吧。在加上减少IPO等等，对东财没有影响。拉长时间看，未来5、8年，T+0迟早会来，延长交易时间也回来，那么东财...,09-04 08:51,09-04
0,周末看房那么多消息，心想政府肯定要规范量化交易了。那么问题来了，量化交易减少了，成交量就少了，券商业绩也就受到影响了。但东方财富的客户基本上都是普通投资者，量化呢，都是机构投资者，机构投资者都在一些大的券商交易，想到这些放心了，安心持有吧。在加上减少IPO等等，对东财没有影响。拉长时间看，未来5、8年，T+0迟早会来，延长交易时间也回来，那么东财...,09-04 08:51,09-04
0,我还有一万，明天满仓干,09-04 08:52,09-04
0,我还有一万，明天满仓干,09-04 08:52,09-04
0,跌多会反弹，加仓良机。,09-04 08:55,09-04
0,跌多会反弹，加仓良机。,09-04 08:55,09-04
0,谢谢，收到,09-04 08:58,09-04
0,谢谢，收到,09-04 08:58,09-04
0,回头看，东财感觉又要回来了，怎么个回法，就是带着创业板创新高的回法，有些人说东财值32元，个人以为这不一定是梦,09-04 09:04,09-04
0,回头看，东财感觉又要回来了，怎么个回法，就是带着创业板创新高的回法，有些人说东财值32元，个人以为这不一定是梦,09-04 09:04,09-04
0,转发,09-04 09:12,09-04
0,转发,09-04 09:12,09-04
0,控量化，有一点点利空券商，今天有机会低位买入,09-04 09:13,09-04
0,控量化，有一点点利空券商，今天有机会低位买入,09-04 09:13,09-04
0,控量化，有一点点利空券商，今天有机会低位买入,09-04 09:13,09-04
0,控量化，有一点点利空券商，今天有机会低位买入,09-04 09:13,09-04
0,老哥，像永辉超市这样的没动过，还有中报，还能持有吗？,09-04 09:16,09-04
0,大盘不高，大部分股票板块概念反为在高位，板块和概念线图大部分指标跟上证，深指，创业板不一致，明显股市操纵性很大。理论看大盘需要还涨上去，看板块概念个股还要跌，跌空间非常大。市场反应量化问题，量化需要再规范一些，融券严格控制少一些。总之大盘要涨，需要严格规范控制大股东减持，规范量化，严控融券，减少lpo，如有违规，重罚，加强退市机制。,09-04 09:16,09-04
0,学会空仓等待，不到卖点不卖，不到买点不买，始终管住自己，宁可操作失败，绝对不能冲动。,09-04 09:16,09-04
0,学会空仓等待，不到卖点不卖，不到买点不买，始终管住自己，宁可操作失败，绝对不能冲动。,09-04 09:16,09-04
0,学会空仓等待，不到卖点不卖，不到买点不买，始终管住自己，宁可操作失败，绝对不能冲动。,09-04 09:16,09-04
0,老哥，像永辉超市这样的没动过，还有中报，还能持有吗？,09-04 09:16,09-04
0,大盘不高，大部分股票板块概念反为在高位，板块和概念线图大部分指标跟上证，深指，创业板不一致，明显股市操纵性很大。理论看大盘需要还涨上去，看板块概念个股还要跌，跌空间非常大。市场反应量化问题，量化需要再规范一些，融券严格控制少一些。总之大盘要涨，需要严格规范控制大股东减持，规范量化，严控融券，减少lpo，如有违规，重罚，加强退市机制。,09-04 09:16,09-04
0,老哥，像永辉超市这样的没动过，还有中报，还能持有吗？,09-04 09:16,09-04
0,学会空仓等待，不到卖点不卖，不到买点不买，始终管住自己，宁可操作失败，绝对不能冲动。,09-04 09:16,09-04
0,大盘不高，大部分股票板块概念反为在高位，板块和概念线图大部分指标跟上证，深指，创业板不一致，明显股市操纵性很大。理论看大盘需要还涨上去，看板块概念个股还要跌，跌空间非常大。市场反应量化问题，量化需要再规范一些，融券严格控制少一些。总之大盘要涨，需要严格规范控制大股东减持，规范量化，严控融券，减少lpo，如有违规，重罚，加强退市机制。,09-04 09:16,09-04
0,大盘不高，大部分股票板块概念反为在高位，板块和概念线图大部分指标跟上证，深指，创业板不一致，明显股市操纵性很大。理论看大盘需要还涨上去，看板块概念个股还要跌，跌空间非常大。市场反应量化问题，量化需要再规范一些，融券严格控制少一些。总之大盘要涨，需要严格规范控制大股东减持，规范量化，严控融券，减少lpo，如有违规，重罚，加强退市机制。,09-04 09:16,09-04
0,老哥，像永辉超市这样的没动过，还有中报，还能持有吗？,09-04 09:16,09-04
0,国家队呢？,09-04 09:17,09-04
0,国家队呢？,09-04 09:17,09-04
0,国家队呢？,09-04 09:17,09-04
0,国家队呢？,09-04 09:17,09-04
0,华西股份怎么说,09-04 09:20,09-04
0,华西股份怎么说,09-04 09:20,09-04
0,华西股份怎么说,09-04 09:20,09-04
0,华西股份怎么说,09-04 09:20,09-04
0,#印花税减半征收##房地产板块盘中走高##证券日报再谈挺起A股的嵴梁##A股掀起回购“接力赛”##光伏锂电赛道能抄底吗？#,09-04 09:27,09-04
0,建议给股民一个每天可以买卖同一只股票T+0的纠错机会游资大户基金大股东都是重仓可以变相的T+0，所以给散户一个这样的机会才是公平的交易,09-04 09:27,09-04
0,建议给股民一个每天可以买卖同一只股票T+0的纠错机会游资大户基金大股东都是重仓可以变相的T+0，所以给散户一个这样的机会才是公平的交易,09-04 09:27,09-04
0,#印花税减半征收##房地产板块盘中走高##证券日报再谈挺起A股的嵴梁##A股掀起回购“接力赛”##光伏锂电赛道能抄底吗？#,09-04 09:27,09-04
0,建议给股民一个每天可以买卖同一只股票T+0的纠错机会游资大户基金大股东都是重仓可以变相的T+0，所以给散户一个这样的机会才是公平的交易,09-04 09:27,09-04
0,#印花税减半征收##房地产板块盘中走高##证券日报再谈挺起A股的嵴梁##A股掀起回购“接力赛”##光伏锂电赛道能抄底吗？#,09-04 09:27,09-04
0,#印花税减半征收##房地产板块盘中走高##证券日报再谈挺起A股的嵴梁##A股掀起回购“接力赛”##光伏锂电赛道能抄底吗？#,09-04 09:27,09-04
0,建议给股民一个每天可以买卖同一只股票T+0的纠错机会游资大户基金大股东都是重仓可以变相的T+0，所以给散户一个这样的机会才是公平的交易,09-04 09:27,09-04
0,$恒生指数期货主力(HKINDEXF|HSI_M)$,09-04 09:28,09-04
0,$恒生指数期货主力(HKINDEXF|HSI_M)$,09-04 09:28,09-04
0,券商佣金两融费率下调比例大，再限制量化交易，估计券商业绩会大幅度下降，看空券商。,09-04 09:28,09-04
0,券商佣金两融费率下调比例大，再限制量化交易，估计券商业绩会大幅度下降，看空券商。,09-04 09:28,09-04
0,$恒生指数期货主力(HKINDEXF|HSI_M)$,09-04 09:28,09-04
0,券商佣金两融费率下调比例大，再限制量化交易，估计券商业绩会大幅度下降，看空券商。,09-04 09:28,09-04
0,$恒生指数期货主力(HKINDEXF|HSI_M)$,09-04 09:28,09-04
0,券商佣金两融费率下调比例大，再限制量化交易，估计券商业绩会大幅度下降，看空券商。,09-04 09:28,09-04
0,冲吧,09-04 09:30,09-04
0,只有机构融券，散户无法做空，散户玩不起,09-04 09:30,09-04
0,还不回购？？？？,09-04 09:30,09-04
0,冲吧,09-04 09:30,09-04
0,冲吧,09-04 09:30,09-04
0,冲吧,09-04 09:30,09-04
0,还不回购？？？？,09-04 09:30,09-04
0,还不回购？？？？,09-04 09:30,09-04
0,还不回购？？？？,09-04 09:30,09-04
0,只有机构融券，散户无法做空，散户玩不起,09-04 09:30,09-04
0,只有机构融券，散户无法做空，散户玩不起,09-04 09:30,09-04
0,只有机构融券，散户无法做空，散户玩不起,09-04 09:30,09-04
0,融券爆仓,09-04 09:33,09-04
0,能跑就跑吧,09-04 09:33,09-04
0,融券爆仓,09-04 09:33,09-04
0,能跑就跑吧,09-04 09:33,09-04
0,融券爆仓,09-04 09:33,09-04
0,能跑就跑吧,09-04 09:33,09-04
0,融券爆仓,09-04 09:33,09-04
0,能跑就跑吧,09-04 09:33,09-04
0,人多的地方死的快,09-04 09:35,09-04
0,人多的地方死的快,09-04 09:35,09-04
0,人多的地方死的快,09-04 09:35,09-04
0,人多的地方死的快,09-04 09:35,09-04
0,一定要信啦,09-04 09:37,09-04
0,一定要信啦,09-04 09:37,09-04
0,券商就是套人。回不来了,09-04 09:37,09-04
0,涨停涨停涨停,09-04 09:37,09-04
0,涨停涨停涨停,09-04 09:37,09-04
0,券商就是套人。回不来了,09-04 09:37,09-04
0,今天券商的走势已经明白无误地传递出这一信息，即这次调整是对周末一揽子利好消息兑现后和近期逆势走强获利吐的阶段性调整。调整时间还不够，调整位置看60日线支撑，止跌企稳率先看低涨幅的广发证券东方证券东方财富（300059）等一批个股，而市场其他的板块或补涨或踏空机构建仓进场今天已明显感觉力度在减弱。因此，行情推延至九月份应无疑义。东方财富（300059），个人早前估算此位置调幅度在5％上下，即15.3...,09-04 09:37,09-04
0,今天券商的走势已经明白无误地传递出这一信息，即这次调整是对周末一揽子利好消息兑现后和近期逆势走强获利吐的阶段性调整。调整时间还不够，调整位置看60日线支撑，止跌企稳率先看低涨幅的广发证券东方证券东方财富（300059）等一批个股，而市场其他的板块或补涨或踏空机构建仓进场今天已明显感觉力度在减弱。因此，行情推延至九月份应无疑义。东方财富（300059），个人早前估算此位置调幅度在5％上下，即15.3...,09-04 09:37,09-04
0,一定要信啦,09-04 09:37,09-04
0,今天券商的走势已经明白无误地传递出这一信息，即这次调整是对周末一揽子利好消息兑现后和近期逆势走强获利吐的阶段性调整。调整时间还不够，调整位置看60日线支撑，止跌企稳率先看低涨幅的广发证券东方证券东方财富（300059）等一批个股，而市场其他的板块或补涨或踏空机构建仓进场今天已明显感觉力度在减弱。因此，行情推延至九月份应无疑义。东方财富（300059），个人早前估算此位置调幅度在5％上下，即15.3...,09-04 09:37,09-04
0,券商就是套人。回不来了,09-04 09:37,09-04
0,涨停涨停涨停,09-04 09:37,09-04
0,涨停涨停涨停,09-04 09:37,09-04
0,券商就是套人。回不来了,09-04 09:37,09-04
0,今天券商的走势已经明白无误地传递出这一信息，即这次调整是对周末一揽子利好消息兑现后和近期逆势走强获利吐的阶段性调整。调整时间还不够，调整位置看60日线支撑，止跌企稳率先看低涨幅的广发证券东方证券东方财富（300059）等一批个股，而市场其他的板块或补涨或踏空机构建仓进场今天已明显感觉力度在减弱。因此，行情推延至九月份应无疑义。东方财富（300059），个人早前估算此位置调幅度在5％上下，即15.3...,09-04 09:37,09-04
0,一定要信啦,09-04 09:37,09-04
0,"券商板块大跌，龙头券商也要砸盘，跌破压力位15.30,会破10日均线",09-04 09:38,09-04
0,"券商板块大跌，龙头券商也要砸盘，跌破压力位15.30,会破10日均线",09-04 09:38,09-04
0,"券商板块大跌，龙头券商也要砸盘，跌破压力位15.30,会破10日均线",09-04 09:38,09-04
0,"券商板块大跌，龙头券商也要砸盘，跌破压力位15.30,会破10日均线",09-04 09:38,09-04
0,起不来的，会跌到14元内。,09-04 09:39,09-04
0,信永丰得永生，又是叫追进去的，两次就不见40个点了,09-04 09:39,09-04
0,起不来的，会跌到14元内。,09-04 09:39,09-04
0,起不来的，会跌到14元内。,09-04 09:39,09-04
0,信永丰得永生，又是叫追进去的，两次就不见40个点了,09-04 09:39,09-04
0,起不来的，会跌到14元内。,09-04 09:39,09-04
0,信永丰得永生，又是叫追进去的，两次就不见40个点了,09-04 09:39,09-04
0,信永丰得永生，又是叫追进去的，两次就不见40个点了,09-04 09:39,09-04
0,18.4的本。16以上卖出。到14又买，卖,09-04 09:40,09-04
0,量化股，快跑吧,09-04 09:40,09-04
0,18.4的本。16以上卖出。到14又买，卖,09-04 09:40,09-04
0,18.4的本。16以上卖出。到14又买，卖,09-04 09:40,09-04
0,量化股，快跑吧,09-04 09:40,09-04
0,18.4的本。16以上卖出。到14又买，卖,09-04 09:40,09-04
0,量化股，快跑吧,09-04 09:40,09-04
0,量化股，快跑吧,09-04 09:40,09-04
0,转发,09-04 09:41,09-04
0,转发,09-04 09:41,09-04
0,天天有那么多资金出逃，是谁在在手笔减持,09-04 09:42,09-04
0,量化龙头不跌才怪吧,09-04 09:42,09-04
0,量化龙头不跌才怪吧,09-04 09:42,09-04
0,天天有那么多资金出逃，是谁在在手笔减持,09-04 09:42,09-04
0,已经不是当年的东财啦,09-04 09:42,09-04
0,量化龙头不跌才怪吧,09-04 09:42,09-04
0,天天有那么多资金出逃，是谁在在手笔减持,09-04 09:42,09-04
0,已经不是当年的东财啦,09-04 09:42,09-04
0,天天有那么多资金出逃，是谁在在手笔减持,09-04 09:42,09-04
0,量化龙头不跌才怪吧,09-04 09:42,09-04
0,已经不是当年的东财啦,09-04 09:42,09-04
0,已经不是当年的东财啦,09-04 09:42,09-04
0,今天小幅拉升回调然后震荡缓慢下铁,09-04 09:43,09-04
0,转发,09-04 09:43,09-04
0,量化龙头,09-04 09:43,09-04
0,今天小幅拉升回调然后震荡缓慢下铁,09-04 09:43,09-04
0,量化龙头,09-04 09:43,09-04
0,转发,09-04 09:43,09-04
0,今天小幅拉升回调然后震荡缓慢下铁,09-04 09:43,09-04
0,转发,09-04 09:43,09-04
0,今天小幅拉升回调然后震荡缓慢下铁,09-04 09:43,09-04
0,量化龙头,09-04 09:43,09-04
0,转发,09-04 09:43,09-04
0,量化龙头,09-04 09:43,09-04
0,好像把量化噶了就能挣钱似的,09-04 09:44,09-04
0,好像把量化噶了就能挣钱似的,09-04 09:44,09-04
0,好像把量化噶了就能挣钱似的,09-04 09:44,09-04
0,好像把量化噶了就能挣钱似的,09-04 09:44,09-04
0,痛打落水狗,09-04 09:45,09-04
0,远离A股市场，才是明智选择,09-04 09:45,09-04
0,上周还不错拿下30厘米的利润，这周希望刀哥还能继刀哥。,09-04 09:45,09-04
0,上周还不错拿下30厘米的利润，这周希望刀哥还能继刀哥。,09-04 09:45,09-04
0,痛打落水狗,09-04 09:45,09-04
0,远离A股市场，才是明智选择,09-04 09:45,09-04
0,远离A股市场，才是明智选择,09-04 09:45,09-04
0,痛打落水狗,09-04 09:45,09-04
0,远离A股市场，才是明智选择,09-04 09:45,09-04
0,痛打落水狗,09-04 09:45,09-04
0,上周还不错拿下30厘米的利润，这周希望刀哥还能继刀哥。,09-04 09:45,09-04
0,上周还不错拿下30厘米的利润，这周希望刀哥还能继刀哥。,09-04 09:45,09-04
0,估计主力也没钱。只能拉券商。从券商憋出来钱才能拉别的。反正就一点钱,09-04 09:47,09-04
0,估计主力也没钱。只能拉券商。从券商憋出来钱才能拉别的。反正就一点钱,09-04 09:47,09-04
0,估计主力也没钱。只能拉券商。从券商憋出来钱才能拉别的。反正就一点钱,09-04 09:47,09-04
0,估计主力也没钱。只能拉券商。从券商憋出来钱才能拉别的。反正就一点钱,09-04 09:47,09-04
0,真的b脸都没有了,09-04 09:48,09-04
0,真的b脸都没有了,09-04 09:48,09-04
0,真的b脸都没有了,09-04 09:48,09-04
0,真的b脸都没有了,09-04 09:48,09-04
0,举报量化交易。,09-04 09:49,09-04
0,准备加仓，手快有，手慢无，,09-04 09:49,09-04
0,准备加仓，手快有，手慢无，,09-04 09:49,09-04
0,举报量化交易。,09-04 09:49,09-04
0,举报量化交易。,09-04 09:49,09-04
0,准备加仓，手快有，手慢无，,09-04 09:49,09-04
0,举报量化交易。,09-04 09:49,09-04
0,举报量化交易。,09-04 09:49,09-04
0,举报量化交易。,09-04 09:49,09-04
0,准备加仓，手快有，手慢无，,09-04 09:49,09-04
0,举报量化交易。,09-04 09:49,09-04
0,举报量化交易。,09-04 09:49,09-04
0,还卖了，都涨过的东西,09-04 09:50,09-04
0,还卖了，都涨过的东西,09-04 09:50,09-04
